INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (1, 3, 3, 54, 1, TO_TIMESTAMP('2025-09-01 07:03:51', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (55, 4, 2, 19, 2, TO_TIMESTAMP('2025-09-02 07:46:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (56, 5, 5, 86, 1, TO_TIMESTAMP('2025-09-02 07:52:09', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (57, 4, 5, 186, 2, TO_TIMESTAMP('2025-09-02 07:52:09', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (58, 1, 1, 5, 3, TO_TIMESTAMP('2025-09-02 07:52:09', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (59, 2, 2, 78, 4, TO_TIMESTAMP('2025-09-02 08:29:49', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (60, 5, 4, 29, 4, TO_TIMESTAMP('2025-09-02 09:32:55', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (61, 1, 3, 199, 5, TO_TIMESTAMP('2025-09-02 09:42:23', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (62, 1, 2, 47, 5, TO_TIMESTAMP('2025-09-02 09:42:51', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (63, 4, 4, 37, 4, TO_TIMESTAMP('2025-09-02 09:49:03', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (64, 4, 1, 141, 4, TO_TIMESTAMP('2025-09-02 10:04:49', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (65, 4, 1, 158, 2, TO_TIMESTAMP('2025-09-02 10:27:45', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (66, 5, 5, 82, 5, TO_TIMESTAMP('2025-09-02 10:57:55', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (67, 3, 3, 107, 3, TO_TIMESTAMP('2025-09-02 11:08:05', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (68, 4, 2, 122, 4, TO_TIMESTAMP('2025-09-02 11:16:49', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (69, 2, 1, 68, 5, TO_TIMESTAMP('2025-09-02 11:21:05', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (70, 1, 2, 116, 1, TO_TIMESTAMP('2025-09-02 12:44:17', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (71, 2, 5, 8, 4, TO_TIMESTAMP('2025-09-02 13:15:39', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (72, 1, 1, 194, 4, TO_TIMESTAMP('2025-09-02 13:20:26', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (73, 5, 1, 126, 2, TO_TIMESTAMP('2025-09-02 13:32:30', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (74, 2, 4, 197, 2, TO_TIMESTAMP('2025-09-02 13:49:28', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (75, 1, 4, 201, 3, TO_TIMESTAMP('2025-09-02 14:12:36', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (76, 2, 2, 43, 4, TO_TIMESTAMP('2025-09-02 14:36:41', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (77, 4, 1, 5, 2, TO_TIMESTAMP('2025-09-02 18:22:35', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (78, 2, 2, 113, 1, TO_TIMESTAMP('2025-09-02 19:03:14', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (79, 1, 1, 47, 5, TO_TIMESTAMP('2025-09-02 19:58:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (80, 5, 2, 168, 5, TO_TIMESTAMP('2025-09-02 20:07:13', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (81, 1, 4, 20, 5, TO_TIMESTAMP('2025-09-02 21:42:28', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (82, 4, 1, 153, 5, TO_TIMESTAMP('2025-09-02 21:51:42', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (83, 4, 1, 194, 4, TO_TIMESTAMP('2025-09-02 22:26:43', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (84, 5, 4, 109, 1, TO_TIMESTAMP('2025-09-02 22:29:28', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (85, 1, 4, 61, 3, TO_TIMESTAMP('2025-09-02 22:35:35', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (86, 3, 2, 42, 3, TO_TIMESTAMP('2025-09-02 22:38:01', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (87, 4, 4, 49, 3, TO_TIMESTAMP('2025-09-02 22:41:40', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (88, 1, 2, 100, 3, TO_TIMESTAMP('2025-09-02 22:50:40', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (89, 2, 3, 170, 2, TO_TIMESTAMP('2025-09-02 23:00:19', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (90, 4, 4, 77, 1, TO_TIMESTAMP('2025-09-02 23:19:58', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (91, 1, 4, 174, 4, TO_TIMESTAMP('2025-09-02 23:35:34', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (92, 1, 5, 8, 3, TO_TIMESTAMP('2025-09-02 23:51:56', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (93, 3, 2, 56, 4, TO_TIMESTAMP('2025-09-03 07:16:09', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (94, 1, 4, 62, 3, TO_TIMESTAMP('2025-09-03 07:55:48', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (95, 2, 5, 97, 1, TO_TIMESTAMP('2025-09-03 07:55:48', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (96, 5, 2, 174, 2, TO_TIMESTAMP('2025-09-03 08:54:40', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (97, 5, 2, 24, 2, TO_TIMESTAMP('2025-09-03 08:54:40', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (98, 2, 1, 44, 5, TO_TIMESTAMP('2025-09-03 09:43:51', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (99, 4, 2, 198, 2, TO_TIMESTAMP('2025-09-03 10:06:53', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (100, 3, 4, 83, 2, TO_TIMESTAMP('2025-09-03 10:24:53', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (101, 2, 3, 41, 3, TO_TIMESTAMP('2025-09-03 10:33:25', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (102, 3, 3, 172, 2, TO_TIMESTAMP('2025-09-03 10:33:41', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (103, 2, 3, 58, 5, TO_TIMESTAMP('2025-09-03 11:30:24', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (104, 2, 1, 24, 2, TO_TIMESTAMP('2025-09-03 11:30:39', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (105, 3, 5, 159, 5, TO_TIMESTAMP('2025-09-03 12:31:37', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (106, 3, 4, 125, 5, TO_TIMESTAMP('2025-09-03 13:11:30', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (107, 2, 1, 179, 2, TO_TIMESTAMP('2025-09-03 13:37:18', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (108, 2, 1, 9, 3, TO_TIMESTAMP('2025-09-03 13:37:18', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (109, 5, 2, 187, 4, TO_TIMESTAMP('2025-09-03 14:07:41', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (110, 5, 2, 152, 4, TO_TIMESTAMP('2025-09-03 14:07:41', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (111, 1, 2, 183, 4, TO_TIMESTAMP('2025-09-03 17:15:18', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (112, 2, 5, 149, 3, TO_TIMESTAMP('2025-09-03 18:08:09', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (113, 4, 1, 202, 3, TO_TIMESTAMP('2025-09-03 19:04:07', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (114, 5, 4, 45, 5, TO_TIMESTAMP('2025-09-03 19:04:07', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (115, 5, 3, 153, 1, TO_TIMESTAMP('2025-09-03 19:04:07', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (116, 1, 4, 53, 2, TO_TIMESTAMP('2025-09-03 19:44:33', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (117, 5, 5, 125, 9, TO_TIMESTAMP('2025-09-03 20:49:21', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (118, 3, 3, 43, 4, TO_TIMESTAMP('2025-09-03 21:40:18', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (119, 4, 2, 82, 4, TO_TIMESTAMP('2025-09-03 21:54:00', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (120, 1, 5, 180, 4, TO_TIMESTAMP('2025-09-03 22:01:57', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (121, 1, 1, 137, 5, TO_TIMESTAMP('2025-09-03 22:44:45', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (122, 5, 1, 140, 1, TO_TIMESTAMP('2025-09-03 22:52:42', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (123, 2, 2, 141, 2, TO_TIMESTAMP('2025-09-04 07:10:03', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (124, 2, 1, 8, 1, TO_TIMESTAMP('2025-09-04 07:12:11', 'YYYY-MM-DD HH24:MI:SS'));
INSERT INTO store_rev_1 (receipt_id, store_id, customer_id, product_id, qty, order_datetime) VALUES (125, 4, 1, 3, 5, TO_TIMESTAMP('2025-09-04 07:55:23', 'YYYY-MM-DD HH24:MI:SS'));
